,Name,Dia Chi,Phone,Website,Province/City
483,Công Ty TNHH Ô Tô Hiệp Lợi,"557 Lê Hồng Phong, P. Phú Hòa, TX. Thủ Dầu Một, Bình Dương","(0274) 3838222, 3898555, 0902 48 22 22",http://otohieploi.com.vn,Bình Dương
484,Dịch Vụ Trường Vân Cho Thuê Xe,"29/1 Quang Trung, P. 10, Q. Gò Vấp, Tp. Hồ Chí Minh",(08) 35892182,,Hồ Chí Minh
485,Công Ty Du Lịch Nhất Phong,"14 Đoàn Trần Nghiệp, Q. Thanh Khê, Tp. Đà Nẵng","(0511) 3823382, 3766866",http://dulichmientrung.net,Đà Nẵng
486,Công Ty Cổ Phần Thương Mại Và Phát Triển Du Lịch Bảo An,"Tiến Thịnh, Mê Linh, Hà Nội",0916 995 991,,Hà Nội
487,Mr. Khang,"KP. 7, Huỳnh Văn Lũy, P. Phú Lợi, TX. Thủ Dầu Một, Bình Dương",0988 623 939,,Bình Dương
488,Công Ty TNHH Dịch Vụ Du Lịch Biển Việt,"583 Thủ Khoa Huân, P. Thanh Hải, TP. Phan Thiết, T. Bình Thuận",0961 866 634,http://bivitour.com,Bình Thuận
489,Công Ty Cổ Phần Sản Xuất Kinh Doanh Dịch Vụ Và Xuất Nhập Khẩu Quận 1,"231 - 233 Lê Thánh Tôn, P. Bến Thành, Q. 1, Tp. Hồ Chí Minh (TPHCM)","(028) 38230611, 0902 383 188",http://www.fimexco.com.vn,Hồ Chí Minh
490,Cho Thuê Xe Du Lịch Việt Linh,"22 Trần Bình Trọng, P. 4, TP. Tuy Hòa, Phú Yên","0905 068 486, 01234 068 486, 01689 160 602",http://chothuexedulichtuyhoaphuyen.com,Phú Yên
491,Visa Liên Đại Dương,"56 Nguyễn Cư Trinh, P.Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh (Tp.HCM)",0903309776 - 028.39020426,https://visaliendaiduong.com,Hồ Chí Minh
492,HP Star Tour - Công Ty Cổ Phần Du Lịch Và Thương Mại Sao Hải Phòng,"133 Đường Trần Phú,  P. Cầu Đất, Q. Ngô Quyền, Tp. Hải Phòng","(0225) 3569075, 0903 233 121 – 0934 242 296",http://hpstartour.com/,Hải Phòng
493,Công Ty Cổ Phần Liên Minh Du Lịch Toàn Cầu,"P507 nhà N2E Khu Chung cư Trung Hòa Nhân Chính, Phường Nhân Chính, Quận Thanh Xuân, Tp Hà Nội (TPHN)",0943398288,https://globaltravel.com.vn/,Hà Nội
494,Công Ty TNHH Du Lịch Vận Tải Tiến Phát,"50/15 Đường HT 31, Khu Phố 1, P. Hiệp Thành, Q. 12, Tp. Hồ Chí Minh (TPHCM)","(028) 62508389,",,Hồ Chí Minh
495,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Ev Việt Nam,"Số 7 ngõ 18 Nguyên Hồng, Đống Đa, Hà Nội (Tp.Hn)",(024) 3378 3838 - 0986151522,http://evtravel.com.vn,Hà Nội
496,Công Ty TNHH Thương Mại Nectar,"TT lim, Tiên Du, Bắc Ninh",0945702790,http://thuexedulichbacninh.com,Bắc Ninh
497,Công Ty TNHH Phát Triển Du Lịch Non Nước Việt,"Số 5 đường Vành Đai, hồ Điều Hòa, tổ Phương Lưu 6, P. Đông Hải 1, Q. Hải An, Tp.Hải Phòng",0904.834.026 - 0906.061.630 - 0984.234.09,http://dulichnonnuocviet.vn/,Phòng
498,Công Ty TNHH Biệt Thự Nghỉ Dưỡng LE VILLA,"Tầng 5, 62A PHẠM NGỌC THẠCH, Q3, HCM",0868.956.067,http://www.chothuebietthunghiduong.net/,HCM
499,Công Ty du lịch Việt Du,"52/2 Út Tịch, Phường 4, Quận Tân Bình, Tp. Hồ Chí Minh (TpHCM)",0915797718,https://dulichvietdu.com,Hồ Chí Minh
500,Công Ty TNHH Xe Hà Tĩnh,"Số 07, Trịnh Khắc Lập, P.Trần Phú, TP.Hà Tĩnh",0916761118,http://xehatinh.com.vn,Tĩnh
501,Nhà Phân Phối Gia Thịnh,"35B23 Khu Dân Cư 91B, Quận Ninh Kiều, TP. Cần Thơ",0918 523 839,,Cần Thơ
502,Dịch Vụ Thuê Xe Máy Tại Dương Đông Phú Quốc,"106 Trần Hưng Đạo, Dương Đông, Phú Quốc, Kiên Giang, Việt Nam",0985554956,http://www.thuexemay.pro,Việt Nam
503,Công Ty TNHH TM DV & Du Lịch Luco,"71/4 Bùi Thị Xuân, Phường 5, Quận Tân Bình, Tp.Hồ Chí Minh (TPHCM)",(028) 399 069 86,http://lucotravel.com,Hồ Chí Minh
504,Công Ty Du Lịch Mai Linh Miền Trung,"Số 92 - 94 Đường 2 Tháng 9, Quận Hải Châu, Thành Phố Đà Nẵng",0934740404,http://mailinhtour.vn/vi/,Thành Phố Đà Nẵng
505,Công Ty Cổ Phần Saigon Star - Saigon Star Travel,"1224|31, QL 22, Trung Mỹ Tây, Quận 12, Tp.Hồ Chí Minh (Tphcm)",0902998694,,Hồ Chí Minh
506,Công ty TNHH Thương Mại Và Dịch Vụ Du Lịch 24h,"49/12 ông ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Tp Đà Nẵng",0931 999 180,https://dulichdanang24h.vn/,Đà Nẵng
507,Xe Đưa Đón Sân Bay Cam Ranh Thu Hiền,"96B/18 Trần Phú, Phường Lộc Thọ, Tp Nha Trang, Tỉnh Khánh Hòa","0935936358, 0915833840",https://thuhien.vn/,Khánh Hòa
508,Cần Giờ Tourist,"Số 86 Đường số 11, KDC Cityland Park Hills , Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh Tp Hồ Chí Minh (TpHCM)",0283987 6155,,Hồ Chí Minh
509,Công Ty TNHH Du Lịch Tâm Lộc,"6 Phố Phúc Minh, Phường Phúc Diễn, Quận Bắc Từ Liêm, Tp Hà Nội (TPHN)",0983111786,https://dulichtamloc.com,Hà Nội
510,Thuê Xe Bảo Minh - Công ty TNHH Anh Em Bảo Minh,"Số nhà 55 Tổ dân phố Cầu 7, ngách 123/31 đường Thụy Phương, P.Thụy Phương, Q.Bắc Từ Liêm, Tp Hà Nội (TPHN)",0978143954,https://thuexebaominh.com,Hà Nội
511,Du Lịch Lan Hạ Xanh - Công Ty Cổ Phần Du Lịch Quốc Tế Lan Hạ Xanh,"Số 43 Nguyễn Hữu Huân, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Tp Hà Nội (TPHN)",0976951999,,Hà Nội
512,Công Ty TNHH Truyền Thông Sự Kiện Phúc Nguyên,"Tầng 2, Số 4 Ngách 36 Ngõ 178/80 Phố Chợ Khâm Thiên, P. Trung Phụng, Q. Đống Đa, Tp Hà Nội (TPHN)","024 3736 9024, 024 7305 9688",https://sukienphucnguyen.com,Hà Nội
513,Công Ty TNHH Thương Mại Và Du Lịch Nam Việt Cường,"182 Bà Triệu, P. Thanh Bình, Tp. Hải Dương, Tỉnh Hải Dương","0989242805, 0913374303",http://haiduongtour.com.vn,Hải Dương
514,Công Ty TNHH TNHH Đầu Tư Dịch Vụ Và Du Lịch Á Đông,"243 Trần Kiên, Kiến An, Hải Phòng",0913 394 789,,Hải Phòng
515,Tổng Đài Taxi Star,"Tân Sơn 2, Xã Thành Hải, TP. Phan Rang Tháp Chàm, Ninh Thuận",02593952952,,Ninh Thuận
516,Công Ty Hào Hùng,"9-11 Giải Phóng, Hai Bà Trưng, Tp Hà Nội (TPHN)","0968.19.6668, 035.219.5555",,Hà Nội
517,Công Ty Cổ Phần Vận Tải Và Du Lịch Cent,"Số 103, Ngõ 603 Lạc Long Quân, P. Xuân La, Q.Tây Hồ, Tp Hà Nội (TPHN)","1900955559, 0834808080",,Hà Nội
518,Công Ty Cổ Phần Đầu Tư Và Du Lịch Hà Thành,"L08, B02, KĐT Dương Nội, Q.Hà Đông, Tp Hà Nội (TPHN)","0968742813, 0369077335",,Hà Nội
519,Công Ty TNHH Sigo Việt Nam,"9/6 Tân Hòa 2, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh (TPHCM)",0938165616,,Hồ Chí Minh
520,PT Travel - Công Ty Cổ Phần Đầu Tư Du Lịch Quốc Tế Hà Nội PT,"L1-04, Ngõ 68 Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Tp Hà Nội (TPHN)",0832577555,,Hà Nội
521,Công Ty TNHH MTV Thương Mại Và Du Lịch Unifa Travel,"A4 -24 Nguyễn Sinh Sắc, Đà Nẵng",090 101 90 52,,Đà Nẵng
522,Công Ty TNHH Dịch Vụ Vận Tải Và Du Lịch Huynh Đệ,"75 A, Bùi Văn Hòa, tổ 3, Kp5 , P. Long Bình , Tp. Biên Hòa, T. Đồng Nai","0903001655, 0909001655",,Đồng Nai
523,Công Ty CPĐT & PT Thương Hiệu Adam Việt,"Số 130 Ngõ 97 Thái Thịnh, P.Thịnh Quang, Q.Đống Đa, Tp Hà Nội",0941859966,,Hà Nội
